Clock	Marker	Coefficient	
Horvath-pan-mammalian	cg11235379	0.058113099	clock1
Horvath-pan-mammalian	cg11290280	-0.119734094	clock1
Horvath-pan-mammalian	cg11321459	-0.036231743	clock1
Horvath-pan-mammalian	cg11352386	0.025405259	clock1
Horvath-pan-mammalian	cg11405955	0.020506243	clock1
Horvath-pan-mammalian	cg11407867	-0.12524961	clock1
Horvath-pan-mammalian	cg11516694	-0.105323857	clock1
Horvath-pan-mammalian	cg11642756	-0.100344586	clock1
Horvath-pan-mammalian	cg11666770	0.064193026	clock1
Horvath-pan-mammalian	cg11690941	0.0002076	clock1
Horvath-pan-mammalian	cg11728741	0.928873588	clock1
Horvath-pan-mammalian	cg11904056	0.341790932	clock1
Horvath-pan-mammalian	cg11948733	-0.093593414	clock1
Horvath-pan-mammalian	cg12156848	0.232543363	clock1
Horvath-pan-mammalian	cg12201500	-0.074764531	clock1
Horvath-pan-mammalian	cg12373771	0.160353416	clock1
Horvath-pan-mammalian	cg12382554	-0.107814003	clock1
Horvath-pan-mammalian	cg12449245	0.049296508	clock1
Horvath-pan-mammalian	cg12509499	-0.062262881	clock1
Horvath-pan-mammalian	cg12651099	0.248216038	clock1
Horvath-pan-mammalian	cg12791299	0.034068233	clock1
Horvath-pan-mammalian	cg12815291	0.067443521	clock1
Horvath-pan-mammalian	cg12830057	0.109563898	clock1
Horvath-pan-mammalian	cg12841266	0.123459106	clock1
Horvath-pan-mammalian	cg12850734	0.024257219	clock1
Horvath-pan-mammalian	cg12965599	-0.015643746	clock1
Horvath-pan-mammalian	cg12969847	0.009161422	clock1
Horvath-pan-mammalian	cg13058338	0.6386603	clock1
Horvath-pan-mammalian	cg13084522	-0.082187142	clock1
Horvath-pan-mammalian	cg13188467	-0.001406524	clock1
Horvath-pan-mammalian	cg13242392	-0.842267016	clock1
Horvath-pan-mammalian	cg13285426	0.033466868	clock1
Horvath-pan-mammalian	cg13400013	0.018753985	clock1
Horvath-pan-mammalian	cg13401299	0.013469508	clock1
Horvath-pan-mammalian	cg13608832	-0.162165048	clock1
Horvath-pan-mammalian	cg13609316	-0.000422564	clock1
Horvath-pan-mammalian	cg13935553	-0.063401019	clock1
Horvath-pan-mammalian	cg14241460	-0.196790456	clock1
Horvath-pan-mammalian	cg14361875	-0.165076507	clock1
Horvath-pan-mammalian	cg14381350	0.151545604	clock1
Horvath-pan-mammalian	cg14384416	0.080662786	clock1
Horvath-pan-mammalian	cg14443903	-0.289068334	clock1
Horvath-pan-mammalian	cg14458704	0.002518394	clock1
Horvath-pan-mammalian	cg14701342	0.018228068	clock1
Horvath-pan-mammalian	cg14762358	-0.026945903	clock1
Horvath-pan-mammalian	cg14811158	0.035665341	clock1
Horvath-pan-mammalian	cg14903956	-0.097409971	clock1
Horvath-pan-mammalian	cg14919591	-0.287442301	clock1
Horvath-pan-mammalian	cg15089111	0.017766619	clock1
Horvath-pan-mammalian	cg15166827	-0.132208303	clock1
Horvath-pan-mammalian	cg15340018	0.201225539	clock1
Horvath-pan-mammalian	cg15437942	0.118504219	clock1
Horvath-pan-mammalian	cg15496507	-0.026067798	clock1
Horvath-pan-mammalian	cg15580396	-0.016772084	clock1
Horvath-pan-mammalian	cg15597031	0.023984324	clock1
Horvath-pan-mammalian	cg15682828	0.2554586	clock1
Horvath-pan-mammalian	cg15719056	0.105238486	clock1
Horvath-pan-mammalian	cg15726426	0.003019246	clock1
Horvath-pan-mammalian	cg15746205	-0.150618685	clock1
Horvath-pan-mammalian	cg15809488	-0.664041584	clock1
Horvath-pan-mammalian	cg15903282	0.020030463	clock1
Horvath-pan-mammalian	cg15991909	-0.04962426	clock1
Horvath-pan-mammalian	cg16366505	0.032339211	clock1
Horvath-pan-mammalian	cg16423684	0.008945547	clock1
Horvath-pan-mammalian	cg16475558	-0.001455788	clock1
Horvath-pan-mammalian	cg16486681	-0.044001663	clock1
Horvath-pan-mammalian	cg16570119	0.073642964	clock1
Horvath-pan-mammalian	cg16599143	0.272940073	clock1
Horvath-pan-mammalian	cg16671190	0.044830868	clock1
Horvath-pan-mammalian	cg16756969	-0.069680929	clock1
Horvath-pan-mammalian	cg16764258	0.025342504	clock1
Horvath-pan-mammalian	cg16867657	0.144298802	clock1
Horvath-pan-mammalian	cg16960327	0.276846163	clock1
Horvath-pan-mammalian	cg17114460	0.065309902	clock1
Horvath-pan-mammalian	cg17116410	0.066407374	clock1
Horvath-pan-mammalian	cg17143801	0.306777113	clock1
Horvath-pan-mammalian	cg17267107	0.127785136	clock1
Horvath-pan-mammalian	cg17357006	0.019420368	clock1
Horvath-pan-mammalian	cg17365410	-0.589556598	clock1
Horvath-pan-mammalian	cg17437489	-0.18444058	clock1
Horvath-pan-mammalian	cg17499466	0.018911331	clock1
Horvath-pan-mammalian	cg17516812	-0.028641676	clock1
Horvath-pan-mammalian	cg17633063	0.01802741	clock1
Horvath-pan-mammalian	cg17718834	0.057719543	clock1
Horvath-pan-mammalian	cg17850367	0.000359682	clock1
Horvath-pan-mammalian	cg17876669	-0.034764336	clock1
Horvath-pan-mammalian	cg17905888	-0.107558271	clock1
Horvath-pan-mammalian	cg18094982	0.049600413	clock1
Horvath-pan-mammalian	cg18168101	-0.145768619	clock1
Horvath-pan-mammalian	cg18169540	0.033117452	clock1
Horvath-pan-mammalian	cg18194685	0.100103362	clock1
Horvath-pan-mammalian	cg18223258	-0.067118113	clock1
Horvath-pan-mammalian	cg18304538	0.07334619	clock1
Horvath-pan-mammalian	cg18411550	-0.306030595	clock1
Horvath-pan-mammalian	cg18433728	-0.025967256	clock1
Horvath-pan-mammalian	cg18473521.2	0.04241454	clock1
Horvath-pan-mammalian	cg18502834	-0.211022983	clock1
Horvath-pan-mammalian	cg18526971	-0.118880121	clock1
Horvath-pan-mammalian	cg18577444	-0.117337858	clock1
Horvath-pan-mammalian	cg18672716	0.039698776	clock1
Horvath-pan-mammalian	cg18738190	-0.154921975	clock1
Horvath-pan-mammalian	cg18814344	-0.152329357	clock1
Horvath-pan-mammalian	cg18821963	0.25659039	clock1
Horvath-pan-mammalian	cg18918349	-0.003875303	clock1
Horvath-pan-mammalian	cg19090691	-0.121300661	clock1
Horvath-pan-mammalian	cg19098934	0.012643955	clock1
Horvath-pan-mammalian	cg19195912	-0.09196262	clock1
Horvath-pan-mammalian	cg19233240	0.037414441	clock1
Horvath-pan-mammalian	cg19358608	0.015860249	clock1
Horvath-pan-mammalian	cg19450032	-0.003476503	clock1
Horvath-pan-mammalian	cg19513247	-0.213046499	clock1
Horvath-pan-mammalian	cg19591642	-0.351198176	clock1
Horvath-pan-mammalian	cg19622303	0.037041466	clock1
Horvath-pan-mammalian	cg19635507	-0.003600397	clock1
Horvath-pan-mammalian	cg19643847	-0.116943413	clock1
Horvath-pan-mammalian	cg19821183	-0.01669086	clock1
Horvath-pan-mammalian	cg19981759	0.089226419	clock1
Horvath-pan-mammalian	cg20113482	0.00012533	clock1
Horvath-pan-mammalian	cg20185523	0.002308501	clock1
Horvath-pan-mammalian	cg20331456	-0.11120608	clock1
Horvath-pan-mammalian	cg20345626	-0.051125014	clock1
Horvath-pan-mammalian	cg20421508	0.010438543	clock1
Horvath-pan-mammalian	cg20452275	-0.153614651	clock1
Horvath-pan-mammalian	cg20615601	-0.209853407	clock1
Horvath-pan-mammalian	cg20738648	0.057955892	clock1
Horvath-pan-mammalian	cg20804050	-0.189793904	clock1
Horvath-pan-mammalian	cg21006686	0.025069307	clock1
Horvath-pan-mammalian	cg21345677	0.068774528	clock1
Horvath-pan-mammalian	cg21621248	-0.0298708	clock1
Horvath-pan-mammalian	cg21633990	0.033711465	clock1
Horvath-pan-mammalian	cg21650436	-0.000271686	clock1
Horvath-pan-mammalian	cg21694863	-0.04195258	clock1
Horvath-pan-mammalian	cg21907062	0.012016874	clock1
Horvath-pan-mammalian	cg21956144	0.003211951	clock1
Horvath-pan-mammalian	cg22031066	0.071068167	clock1
Horvath-pan-mammalian	cg22264409	0.22425113	clock1
Horvath-pan-mammalian	cg22267613	-0.081206768	clock1
Horvath-pan-mammalian	cg22338839	-0.150449084	clock1
Horvath-pan-mammalian	cg22354333	-0.255651658	clock1
Horvath-pan-mammalian	cg22380921	-0.008258906	clock1
Horvath-pan-mammalian	cg22398409	-0.033401784	clock1
Horvath-pan-mammalian	cg22416332	-0.000398777	clock1
Horvath-pan-mammalian	cg22457719	0.048841565	clock1
Horvath-pan-mammalian	cg22560410	-0.192257773	clock1
Horvath-pan-mammalian	cg22621796	-0.097385387	clock1
Horvath-pan-mammalian	cg22661206	0.261166228	clock1
Horvath-pan-mammalian	cg22929401	-0.387711707	clock1
Horvath-pan-mammalian	cg23076498	0.148003979	clock1
Horvath-pan-mammalian	cg23087015	0.254654559	clock1
Horvath-pan-mammalian	cg23128382	-0.046604843	clock1
Horvath-pan-mammalian	cg23292987	0.00303996	clock1
Horvath-pan-mammalian	cg23314464	0.015436719	clock1
Horvath-pan-mammalian	cg23415880	0.061838193	clock1
Horvath-pan-mammalian	cg23501051	-0.073722153	clock1
Horvath-pan-mammalian	cg23510032	-0.038272497	clock1
Horvath-pan-mammalian	cg23597501	0.056082868	clock1
Horvath-pan-mammalian	cg23778391	-0.197359572	clock1
Horvath-pan-mammalian	cg23931487	0.000441897	clock1
Horvath-pan-mammalian	cg23985931	0.19795673	clock1
Horvath-pan-mammalian	cg24055081	-0.093870511	clock1
Horvath-pan-mammalian	cg24058132	-0.122562391	clock1
Horvath-pan-mammalian	cg24119607	-0.058343374	clock1
Horvath-pan-mammalian	cg24191230	0.041990684	clock1
Horvath-pan-mammalian	cg24315421	-0.044871807	clock1
Horvath-pan-mammalian	cg24352905	0.853267701	clock1
Horvath-pan-mammalian	cg24357465	0.090101787	clock1
Horvath-pan-mammalian	cg24504442	0.067603335	clock1
Horvath-pan-mammalian	cg24551749	0.000464049	clock1
Horvath-pan-mammalian	cg24615318	-0.018147331	clock1
Horvath-pan-mammalian	cg24655241	0.064225663	clock1
Horvath-pan-mammalian	cg24805210	-0.137834732	clock1
Horvath-pan-mammalian	cg24888049	-0.039374797	clock1
Horvath-pan-mammalian	cg24952195	0.07968321	clock1
Horvath-pan-mammalian	cg24977387	-0.019749715	clock1
Horvath-pan-mammalian	cg25019875	0.138827739	clock1
Horvath-pan-mammalian	cg25033328	-0.131315015	clock1
Horvath-pan-mammalian	cg25184118	-0.197577125	clock1
Horvath-pan-mammalian	cg25217825	0.075596402	clock1
Horvath-pan-mammalian	cg25424883	-0.277068553	clock1
Horvath-pan-mammalian	cg25468783	0.11346356	clock1
Horvath-pan-mammalian	cg25603344	-0.17847739	clock1
Horvath-pan-mammalian	cg25943666	0.154930766	clock1
Horvath-pan-mammalian	cg26012482	0.096389422	clock1
Horvath-pan-mammalian	cg26067250	0.510612929	clock1
Horvath-pan-mammalian	cg26072749	-0.099396313	clock1
Horvath-pan-mammalian	cg26275174	-0.040912185	clock1
Horvath-pan-mammalian	cg26311454	0.064506134	clock1
Horvath-pan-mammalian	cg26418994	0.005591741	clock1
Horvath-pan-mammalian	cg26512254	0.088946847	clock1
Horvath-pan-mammalian	cg26581729	-0.010839533	clock1
Horvath-pan-mammalian	cg26589497	-0.008017655	clock1
Horvath-pan-mammalian	cg26614073	-0.01563665	clock1
Horvath-pan-mammalian	cg26662324	-0.32657677	clock1
Horvath-pan-mammalian	cg26709300	-0.037799163	clock1
Horvath-pan-mammalian	cg26844246	0.150487122	clock1
Horvath-pan-mammalian	cg27088374	-0.136771586	clock1
Horvath-pan-mammalian	cg27201382	0.44464499	clock1
Horvath-pan-mammalian	cg27228973	-0.038098753	clock1
Horvath-pan-mammalian	cg27507315	-0.21075238	clock1
Horvath-pan-mammalian	cg27547112	0.010457976	clock1
Horvath-pan-mammalian	cg27553955	0.094160723	clock1
Horvath-pan-mammalian	cg27581159	-0.129683554	clock1
Horvath-pan-mammalian	cg27657271	-0.070242698	clock1
Horvath-pan-mammalian	cg27662445	-0.115571957	clock1
Horvath-pan-mammalian	cg00020468	-0.002385015	clock2
Horvath-pan-mammalian	cg00096922	-0.009445006	clock2
Horvath-pan-mammalian	cg00098422	0.055805395	clock2
Horvath-pan-mammalian	cg00106940	-0.059144902	clock2
Horvath-pan-mammalian	cg00195533	-0.172659288	clock2
Horvath-pan-mammalian	cg00250826	0.007619397	clock2
Horvath-pan-mammalian	cg00258262	0.053678899	clock2
Horvath-pan-mammalian	cg00314427	-0.078688839	clock2
Horvath-pan-mammalian	cg00362836	0.059616586	clock2
Horvath-pan-mammalian	cg00384342	-0.065628925	clock2
Horvath-pan-mammalian	cg00454305	-0.034853815	clock2
Horvath-pan-mammalian	cg00467357	-0.04281876	clock2
Horvath-pan-mammalian	cg00489428	0.259347448	clock2
Horvath-pan-mammalian	cg00568797	0.000704476	clock2
Horvath-pan-mammalian	cg00593462	0.102285886	clock2
Horvath-pan-mammalian	cg00643485	0.106150468	clock2
Horvath-pan-mammalian	cg00689383	-0.019021064	clock2
Horvath-pan-mammalian	cg00694357	-0.226399969	clock2
Horvath-pan-mammalian	cg00788877	-0.010860024	clock2
Horvath-pan-mammalian	cg00864083	0.079041497	clock2
Horvath-pan-mammalian	cg00871371	-0.10834653	clock2
Horvath-pan-mammalian	cg00929113	-0.019965063	clock2
Horvath-pan-mammalian	cg00975350	-0.084775867	clock2
Horvath-pan-mammalian	cg00984060	0.02648832	clock2
Horvath-pan-mammalian	cg01019040	-0.022070782	clock2
Horvath-pan-mammalian	cg01038105	-0.093778762	clock2
Horvath-pan-mammalian	cg01061575	0.031510738	clock2
Horvath-pan-mammalian	cg01063757	-0.095529161	clock2
Horvath-pan-mammalian	cg01090334	0.040065649	clock2
Horvath-pan-mammalian	cg01137681	0.033200202	clock2
Horvath-pan-mammalian	cg01150494	0.262796867	clock2
Horvath-pan-mammalian	cg01153166	0.009852162	clock2
Horvath-pan-mammalian	cg01169686	-0.024840384	clock2
Horvath-pan-mammalian	cg01224972	0.095609357	clock2
Horvath-pan-mammalian	cg01293647	-0.150593826	clock2
Horvath-pan-mammalian	cg01301326	-0.004566517	clock2
Horvath-pan-mammalian	cg01309159	-0.054916848	clock2
Horvath-pan-mammalian	cg01328716	-0.031191772	clock2
Horvath-pan-mammalian	cg01337143	0.07480186	clock2
Horvath-pan-mammalian	cg01409964	0.083311003	clock2
Horvath-pan-mammalian	cg01429475	0.119481691	clock2
Horvath-pan-mammalian	cg01450059	-0.027134492	clock2
Horvath-pan-mammalian	cg01534197	0.002593792	clock2
Horvath-pan-mammalian	cg01550545	0.026014745	clock2
Horvath-pan-mammalian	cg01566077	-0.154666184	clock2
Horvath-pan-mammalian	cg01571965	0.011414881	clock2
Horvath-pan-mammalian	cg01585174	-0.027592912	clock2
Horvath-pan-mammalian	cg01594275	0.247994017	clock2
Horvath-pan-mammalian	cg01631669	-0.058052296	clock2
Horvath-pan-mammalian	cg01648756	0.064415481	clock2
Horvath-pan-mammalian	cg01712842	0.041565693	clock2
Horvath-pan-mammalian	cg01782227	-0.102976592	clock2
Horvath-pan-mammalian	cg01946200	0.048346894	clock2
Horvath-pan-mammalian	cg01975510	0.411008638	clock2
Horvath-pan-mammalian	cg01998606	0.015427788	clock2
Horvath-pan-mammalian	cg02034779	0.051431844	clock2
Horvath-pan-mammalian	cg02040024	0.109016144	clock2
Horvath-pan-mammalian	cg02040823	-0.03142684	clock2
Horvath-pan-mammalian	cg02177464	0.192402722	clock2
Horvath-pan-mammalian	cg02184281	-0.085773654	clock2
Horvath-pan-mammalian	cg02273345	-0.05115149	clock2
Horvath-pan-mammalian	cg02284095	0.067307142	clock2
Horvath-pan-mammalian	cg02287493	0.036755419	clock2
Horvath-pan-mammalian	cg02360445	-0.007329344	clock2
Horvath-pan-mammalian	cg02376954	-0.168298169	clock2
Horvath-pan-mammalian	cg02456804	0.151081425	clock2
Horvath-pan-mammalian	cg02532525	0.149617321	clock2
Horvath-pan-mammalian	cg02551294	0.023974005	clock2
Horvath-pan-mammalian	cg02629039	-0.007261266	clock2
Horvath-pan-mammalian	cg02692845	-0.114387436	clock2
Horvath-pan-mammalian	cg02783173	0.045964123	clock2
Horvath-pan-mammalian	cg02800363	-0.170767165	clock2
Horvath-pan-mammalian	cg02864622	0.029391622	clock2
Horvath-pan-mammalian	cg02909927	-0.026285595	clock2
Horvath-pan-mammalian	cg02946452	0.027377597	clock2
Horvath-pan-mammalian	cg02953590	0.049758795	clock2
Horvath-pan-mammalian	cg02963786	-0.085778172	clock2
Horvath-pan-mammalian	cg02968236	-0.019829188	clock2
Horvath-pan-mammalian	cg03127034	2.6419E-05	clock2
Horvath-pan-mammalian	cg03163184	0.027326053	clock2
Horvath-pan-mammalian	cg03190580	-0.034310363	clock2
Horvath-pan-mammalian	cg03222030	-0.007134081	clock2
Horvath-pan-mammalian	cg03225697	-0.070415212	clock2
Horvath-pan-mammalian	cg03247467	-0.007630757	clock2
Horvath-pan-mammalian	cg03320248	0.001015294	clock2
Horvath-pan-mammalian	cg03387624	-0.020938909	clock2
Horvath-pan-mammalian	cg03420509	-0.073838114	clock2
Horvath-pan-mammalian	cg03521797	-0.211323543	clock2
Horvath-pan-mammalian	cg03588035	-0.116801899	clock2
Horvath-pan-mammalian	cg03600207	-0.072475922	clock2
Horvath-pan-mammalian	cg03668418	-0.002172889	clock2
Horvath-pan-mammalian	cg03679521	0.401910668	clock2
Horvath-pan-mammalian	cg03683773	-0.021062056	clock2
Horvath-pan-mammalian	cg03820088	0.013663094	clock2
Horvath-pan-mammalian	cg03898602	-0.048943351	clock2
Horvath-pan-mammalian	cg03905052	0.01877552	clock2
Horvath-pan-mammalian	cg03909491	0.033113247	clock2
Horvath-pan-mammalian	cg03917360	0.037601777	clock2
Horvath-pan-mammalian	cg03942000	0.110069983	clock2
Horvath-pan-mammalian	cg03957108	7.09538E-05	clock2
Horvath-pan-mammalian	cg04025518	-0.042933617	clock2
Horvath-pan-mammalian	cg04087693	0.066535753	clock2
Horvath-pan-mammalian	cg04103301	-0.017828848	clock2
Horvath-pan-mammalian	cg04111974	-0.026401162	clock2
Horvath-pan-mammalian	cg04204168	-0.049448309	clock2
Horvath-pan-mammalian	cg04267101	-0.029512229	clock2
Horvath-pan-mammalian	cg04353319	0.053408585	clock2
Horvath-pan-mammalian	cg04366185	0.022592427	clock2
Horvath-pan-mammalian	cg04368876	0.024900264	clock2
Horvath-pan-mammalian	cg04373810	-0.000961809	clock2
Horvath-pan-mammalian	cg04414148	-0.027833877	clock2
Horvath-pan-mammalian	cg04539386	-0.110715895	clock2
Horvath-pan-mammalian	cg04584281	-0.009269542	clock2
Horvath-pan-mammalian	cg04680480	0.122538377	clock2
Horvath-pan-mammalian	cg04706544	0.048970692	clock2
Horvath-pan-mammalian	cg04707251	-0.15734952	clock2
Horvath-pan-mammalian	cg04725401	0.144229417	clock2
Horvath-pan-mammalian	cg04787747	0.1704938	clock2
Horvath-pan-mammalian	cg04817453	0.055106825	clock2
Horvath-pan-mammalian	cg04847707	-0.063028003	clock2
Horvath-pan-mammalian	cg04889095	0.116838767	clock2
Horvath-pan-mammalian	cg04913399	-0.001623059	clock2
Horvath-pan-mammalian	cg04958293	-0.002086394	clock2
Horvath-pan-mammalian	cg04996684	0.001550941	clock2
Horvath-pan-mammalian	cg04998737	0.487512428	clock2
Horvath-pan-mammalian	cg05008190	-0.220085399	clock2
Horvath-pan-mammalian	cg05033071	-0.027820003	clock2
Horvath-pan-mammalian	cg05035366	-0.024783411	clock2
Horvath-pan-mammalian	cg05039938	-0.139131933	clock2
Horvath-pan-mammalian	cg05136138	-0.004057652	clock2
Horvath-pan-mammalian	cg05172686	-0.001596476	clock2
Horvath-pan-mammalian	cg05196683	0.022048697	clock2
Horvath-pan-mammalian	cg05243338	-0.111901872	clock2
Horvath-pan-mammalian	cg05261703	-0.129021442	clock2
Horvath-pan-mammalian	cg05292023	-0.004253109	clock2
Horvath-pan-mammalian	cg05330587	-0.134189874	clock2
Horvath-pan-mammalian	cg05332360	0.015314069	clock2
Horvath-pan-mammalian	cg05359706	0.050629195	clock2
Horvath-pan-mammalian	cg05401971	0.51729423	clock2
Horvath-pan-mammalian	cg05456580	0.024586053	clock2
Horvath-pan-mammalian	cg05474883	0.95219804	clock2
Horvath-pan-mammalian	cg05524242	-0.00399539	clock2
Horvath-pan-mammalian	cg05535461	0.005687636	clock2
Horvath-pan-mammalian	cg05537515	-0.034620192	clock2
Horvath-pan-mammalian	cg05551621	0.310352634	clock2
Horvath-pan-mammalian	cg05575054	0.065671064	clock2
Horvath-pan-mammalian	cg05584618	0.001226466	clock2
Horvath-pan-mammalian	cg05620664	-0.03690146	clock2
Horvath-pan-mammalian	cg05675373	0.010905188	clock2
Horvath-pan-mammalian	cg05684493	0.004714162	clock2
Horvath-pan-mammalian	cg05690769	-2.12E-05	clock2
Horvath-pan-mammalian	cg05704605	0.072925171	clock2
Horvath-pan-mammalian	cg05793328	-0.036896393	clock2
Horvath-pan-mammalian	cg05801021	0.094169856	clock2
Horvath-pan-mammalian	cg05801832	-0.009287951	clock2
Horvath-pan-mammalian	cg05817746	-0.004281869	clock2
Horvath-pan-mammalian	cg05844902	-0.011617505	clock2
Horvath-pan-mammalian	cg05844937	0.02615092	clock2
Horvath-pan-mammalian	cg05861987	0.011704452	clock2
Horvath-pan-mammalian	cg05911522	-0.049101309	clock2
Horvath-pan-mammalian	cg05916870	-0.01564845	clock2
Horvath-pan-mammalian	cg05933505	-0.050356223	clock2
Horvath-pan-mammalian	cg05967003	-0.047116017	clock2
Horvath-pan-mammalian	cg06004718	-0.151476537	clock2
Horvath-pan-mammalian	cg06102298	-0.058171016	clock2
Horvath-pan-mammalian	cg06156376	0.080213875	clock2
Horvath-pan-mammalian	cg06250511	0.02770522	clock2
Horvath-pan-mammalian	cg06333141	0.016708865	clock2
Horvath-pan-mammalian	cg06386724	-0.030213637	clock2
Horvath-pan-mammalian	cg06391468	-0.082878805	clock2
Horvath-pan-mammalian	cg06392591	-0.021720168	clock2
Horvath-pan-mammalian	cg06461219	-0.163768176	clock2
Horvath-pan-mammalian	cg06472065	-0.000451428	clock2
Horvath-pan-mammalian	cg06482098	-0.001129016	clock2
Horvath-pan-mammalian	cg06607996	-0.064283256	clock2
Horvath-pan-mammalian	cg06655463	0.005919804	clock2
Horvath-pan-mammalian	cg06679868	-0.087059824	clock2
Horvath-pan-mammalian	cg06721611	0.020903307	clock2
Horvath-pan-mammalian	cg06736685	-0.098155659	clock2
Horvath-pan-mammalian	cg06779064	-0.017574281	clock2
Horvath-pan-mammalian	cg06787049	0.000206946	clock2
Horvath-pan-mammalian	cg06790494	-0.083262743	clock2
Horvath-pan-mammalian	cg06796779	-0.00147491	clock2
Horvath-pan-mammalian	cg06828322	-0.019052189	clock2
Horvath-pan-mammalian	cg06878766	0.336647664	clock2
Horvath-pan-mammalian	cg06997801	0.002219338	clock2
Horvath-pan-mammalian	cg07005811	-0.084248283	clock2
Horvath-pan-mammalian	cg07014363	0.02341228	clock2
Horvath-pan-mammalian	cg07026794	-0.000529793	clock2
Horvath-pan-mammalian	cg07056567	-0.007320518	clock2
Horvath-pan-mammalian	cg07081182	0.023517985	clock2
Horvath-pan-mammalian	cg07225115	-0.0528051	clock2
Horvath-pan-mammalian	cg07279255	0.063714372	clock2
Horvath-pan-mammalian	cg07292994	-0.175028628	clock2
Horvath-pan-mammalian	cg07293320	-0.092995293	clock2
Horvath-pan-mammalian	cg07299823	-0.011704022	clock2
Horvath-pan-mammalian	cg07323940	-0.079425248	clock2
Horvath-pan-mammalian	cg07332354	0.210602177	clock2
Horvath-pan-mammalian	cg07383477	-0.053446914	clock2
Horvath-pan-mammalian	cg07423797	0.098045953	clock2
Horvath-pan-mammalian	cg07459759	-0.011710047	clock2
Horvath-pan-mammalian	cg07493901	-0.515118624	clock2
Horvath-pan-mammalian	cg07547549	0.077740052	clock2
Horvath-pan-mammalian	cg07564343	-0.154170596	clock2
Horvath-pan-mammalian	cg07601141	0.046554901	clock2
Horvath-pan-mammalian	cg07776022	-0.052318123	clock2
Horvath-pan-mammalian	cg07782608	0.008144109	clock2
Horvath-pan-mammalian	cg07843244	-0.004851531	clock2
Horvath-pan-mammalian	cg07875786	0.182469108	clock2
Horvath-pan-mammalian	cg07878283	-0.006931351	clock2
Horvath-pan-mammalian	cg07881279	-0.2624794	clock2
Horvath-pan-mammalian	cg07906193	-0.021631513	clock2
Horvath-pan-mammalian	cg07932605	0.036464469	clock2
Horvath-pan-mammalian	cg07991826	0.210256274	clock2
Horvath-pan-mammalian	cg08007722	-0.085549848	clock2
Horvath-pan-mammalian	cg08030321	0.020570823	clock2
Horvath-pan-mammalian	cg08040307	0.135160024	clock2
Horvath-pan-mammalian	cg08074329	0.441754784	clock2
Horvath-pan-mammalian	cg08092317	0.011262183	clock2
Horvath-pan-mammalian	cg08247363	-0.004480792	clock2
Horvath-pan-mammalian	cg08321639	0.017637495	clock2
Horvath-pan-mammalian	cg08378313	-0.018045646	clock2
Horvath-pan-mammalian	cg08402704	0.05650356	clock2
Horvath-pan-mammalian	cg08438614	-0.034360159	clock2
Horvath-pan-mammalian	cg08446005	0.057680024	clock2
Horvath-pan-mammalian	cg08454381	-0.00875913	clock2
Horvath-pan-mammalian	cg08508546	-0.000163097	clock2
Horvath-pan-mammalian	cg08510667	0.038626174	clock2
Horvath-pan-mammalian	cg08538268	0.152393805	clock2
Horvath-pan-mammalian	cg08563010	-0.207356586	clock2
Horvath-pan-mammalian	cg08570512	-0.056245727	clock2
Horvath-pan-mammalian	cg08587692	-0.03684907	clock2
Horvath-pan-mammalian	cg08627730	-5.13E-05	clock2
Horvath-pan-mammalian	cg08651129	-0.234631469	clock2
Horvath-pan-mammalian	cg08666298	-0.063007641	clock2
Horvath-pan-mammalian	cg08676748	0.05085596	clock2
Horvath-pan-mammalian	cg08681110	0.647719215	clock2
Horvath-pan-mammalian	cg08747377	-0.012083729	clock2
Horvath-pan-mammalian	cg08909367	0.031481533	clock2
Horvath-pan-mammalian	cg08912313	-0.029800205	clock2
Horvath-pan-mammalian	cg08933909	-0.004387621	clock2
Horvath-pan-mammalian	cg08938156	0.210579727	clock2
Horvath-pan-mammalian	cg08965235	-0.021251602	clock2
Horvath-pan-mammalian	cg08981150	0.003965209	clock2
Horvath-pan-mammalian	cg09008979	-0.050057058	clock2
Horvath-pan-mammalian	cg09009312	-0.002539866	clock2
Horvath-pan-mammalian	cg09023627	0.052520774	clock2
Horvath-pan-mammalian	cg09061197	0.015308707	clock2
Horvath-pan-mammalian	cg09169719	-0.005659556	clock2
Horvath-pan-mammalian	cg09191327	-0.002738114	clock2
Horvath-pan-mammalian	cg09200783	0.307782124	clock2
Horvath-pan-mammalian	cg09227056	0.615234523	clock2
Horvath-pan-mammalian	cg09313705	-0.003322833	clock2
Horvath-pan-mammalian	cg09316860	0.011680446	clock2
Horvath-pan-mammalian	cg09337540	0.000524824	clock2
Horvath-pan-mammalian	cg09360996	-0.160077529	clock2
Horvath-pan-mammalian	cg09362546	-0.165298047	clock2
Horvath-pan-mammalian	cg09363187	0.006909874	clock2
Horvath-pan-mammalian	cg09364634	-0.018007928	clock2
Horvath-pan-mammalian	cg09374953	-0.018098904	clock2
Horvath-pan-mammalian	cg09377007	-0.110760228	clock2
Horvath-pan-mammalian	cg09453226	0.057659305	clock2
Horvath-pan-mammalian	cg09461098	-0.115723588	clock2
Horvath-pan-mammalian	cg09474015	-0.009735386	clock2
Horvath-pan-mammalian	cg09482204	-0.023764229	clock2
Horvath-pan-mammalian	cg09606114	-0.030537123	clock2
Horvath-pan-mammalian	cg09629523	-0.03430037	clock2
Horvath-pan-mammalian	cg09646392	0.189670079	clock2
Horvath-pan-mammalian	cg09661809	0.02218746	clock2
